stunting,wasting,underweight,overweight,stunting_avg,wasting_avg,underweight_avg,undernourishment_pct
44.53945,1.9947834,26.634682,1.935091,43.567375,11.075119,27.374233,20.758045
44.336918,1.9947834,6.4949408,1.9369216,20.614336,2.5451417,4.858988,20.788738
43.60678,11.790762,28.081768,3.7114668,43.56496,11.4083185,27.435478,4.996095
43.883667,11.786261,7.837213,10.501349,29.974464,10.900741,4.2020025,3.0972385
13.739409,3.921332,3.9895134,10.501349,14.658733,3.199363,4.192278,3.3119202
43.25861,5.7955694,4.817794,10.501349,41.90306,3.6164675,5.347706,13.3733
13.739369,11.524949,10.997062,1.935091,14.672266,11.3354645,24.87495,7.884302
17.326473,2.4165978,11.604542,10.501349,15.164623,2.9221306,5.17679,4.6775746
44.53503,11.788532,27.96616,10.501349,23.997625,11.1941395,4.204199,2.9154825
19.594559,11.791021,28.091347,1.935091,37.38266,11.40834,27.435871,12.195813
44.540283,11.791021,28.091393,6.04452,43.567375,11.40834,27.43594,20.69406
44.54029,11.791021,28.091393,4.310475,43.567375,11.40834,27.43594,20.787426
43.599667,10.525138,12.722981,10.501349,43.348854,5.5732164,9.437579,3.5766296
44.505066,2.535509,4.3770256,9.914398,41.668564,2.5451431,4.912877,20.788738
35.501118,7.454153,7.005287,10.501349,39.81272,5.360676,6.5550127,3.4120398
44.54029,11.791021,28.091393,10.256048,43.567375,11.40834,27.43594,20.788736
13.739531,7.51154,9.018112,2.0191088,14.671544,6.1193247,8.853759,8.8605585
13.739369,4.2569423,5.695878,1.9351258,14.663138,8.830236,10.945445,9.049441
13.739369,3.0251408,8.53269,5.7390213,14.658733,2.6039448,4.192359,12.10937
27.190828,1.9951992,11.194668,1.935091,43.506332,3.1007023,20.911932,4.439733
44.54029,11.791021,28.091393,9.904561,43.461025,11.40834,27.43594,20.776695
44.51899,11.791021,28.091393,1.9351115,43.554565,11.40834,27.43594,6.5274
15.213461,2.006662,4.3561497,3.9417095,43.00456,3.9644516,20.961872,4.9862313
44.54029,11.791021,28.091393,2.7564282,43.567375,11.40834,27.43594,7.002153
14.2663765,2.1569152,3.8362865,10.494975,23.081984,2.712975,11.225302,20.74325
20.505909,11.789455,21.583792,10.49366,20.49932,11.365934,20.409908,20.765415
14.453807,11.6185665,4.5878296,10.500711,25.8651,10.863016,12.423402,20.78872
21.975368,1.997922,3.6057873,9.323241,16.218239,2.5451455,4.4590807,20.788738
14.465225,4.8145094,16.232817,10.501349,14.674301,3.2842126,4.2794333,5.3295565
14.285035,2.19728,4.819319,2.9698758,43.4878,9.436719,22.567734,4.2807264
43.700687,11.790747,27.619118,10.501349,41.622116,11.396193,24.12804,5.107236
44.540264,11.74571,28.090015,1.9351015,43.56725,11.406967,27.431503,5.8222923
44.54029,11.791021,28.091393,1.9474983,43.567375,11.40834,27.43594,4.5065136
44.41991,1.994865,5.179139,1.9961925,43.510273,2.5461392,8.289621,20.787172
13.739829,5.3508615,11.735608,10.501349,14.658822,4.2856674,4.2179537,6.099147
17.96957,11.785709,27.833185,2.0240607,43.24365,11.4081135,27.432106,4.2699146
22.048948,1.9964757,13.156164,1.9351106,16.094868,2.545909,5.2493725,9.382759
13.741114,3.020058,4.445019,10.501349,14.658752,2.552287,4.1932297,4.826815
15.810006,1.9947834,4.9507475,1.935091,15.016419,2.5451455,4.206769,6.304154
13.739452,1.9947834,3.7800207,8.961147,14.658762,2.5451436,4.2372084,3.907146
13.739369,1.9960055,3.652708,10.491066,14.658733,2.5451665,4.192271,5.0611877
13.739537,2.0220447,8.4656315,10.501349,14.658733,2.5461435,4.1929092,3.370823
44.54029,11.791021,28.091393,10.499982,43.567375,11.40834,27.43594,20.788734
13.739369,1.9971566,5.108387,10.46164,14.658733,2.5451446,4.1922884,7.027866
22.655521,2.9305723,4.3922396,10.501349,18.140335,2.7255263,4.449733,20.788666
13.739369,2.3724737,5.799695,1.935216,14.660843,5.448915,5.840046,7.0256877
13.739369,2.0156045,4.2965946,10.5010605,14.658733,2.5453572,4.1923323,8.571517
40.661175,1.9947834,9.030315,2.00282,15.842869,2.5451417,6.9873686,20.788738
13.739998,2.0939116,6.0758734,1.9350929,15.043889,4.296315,10.552682,6.166642
14.15214,3.3097732,3.784711,10.500965,41.78864,6.9627495,12.161854,5.0586386
16.308882,11.78812,3.5405397,10.501349,20.884655,3.4779518,4.214141,20.788723
13.770518,2.5292926,4.3424597,2.0226874,29.732235,5.3855653,17.195742,7.083603
13.739369,3.1771398,14.548147,10.490538,14.658733,2.7942348,4.1927156,7.3491135
44.260918,1.9947834,8.416726,1.9352841,38.537624,2.5451417,6.392848,20.78817
13.739369,1.9949427,3.5279865,10.501349,14.658733,2.5451417,4.192271,2.9237719
25.137415,1.9954071,21.34388,1.935091,43.556934,8.604775,23.979597,5.9225545
17.687086,5.506137,4.130349,10.501347,34.074104,6.8904915,7.238947,4.4326468
13.7398405,8.8158,13.58766,10.501349,14.658733,7.447708,4.1925335,3.7240696
43.73654,1.9947834,7.6977854,10.184717,34.645973,2.5451984,15.165425,20.788738
18.229841,2.0321527,6.6597757,10.486797,17.196507,2.5812783,5.829891,5.304308
43.7269,11.7904825,26.898624,10.501218,43.452503,11.399572,26.552582,20.565434
44.17184,1.9947834,6.3894434,1.935113,27.543707,2.5451417,5.529793,20.788738
44.539948,11.791021,28.091393,10.500956,38.604023,11.40834,27.43594,20.788736
13.740954,2.008729,7.004531,2.2159047,14.661251,2.550909,4.292943,6.086316
44.53084,11.588808,28.089653,1.935091,43.567184,11.408287,27.434887,8.10157
13.740407,2.120181,11.305965,10.485971,14.660488,2.5773616,4.336397,7.6528535
44.54029,11.791021,28.091393,10.380978,43.497513,11.40834,27.43594,20.78873
17.15892,3.5450604,18.742723,1.9351201,31.460524,9.9452095,20.90618,5.342678
14.964517,4.5930147,18.600952,10.501349,14.710705,2.9879954,4.290825,5.048381
44.54029,11.791021,28.091393,2.0450573,43.56737,11.40834,27.43594,10.421472
13.740513,11.607431,25.80281,2.281457,14.6601715,11.30529,19.131802,11.868569
13.739407,2.0096707,8.440004,1.9466815,14.658768,2.5489006,4.409872,7.5369473
13.739369,2.0419955,3.609931,10.501349,14.658733,2.5644073,4.192271,3.0140266
13.739369,2.0542808,3.7516012,10.50127,14.658733,2.5504103,4.192271,7.525784
15.404519,2.262948,3.6586876,10.49719,37.47436,5.063642,8.418377,20.7886
44.53634,11.693399,21.388187,10.500496,43.07971,2.5462084,9.149859,15.135954
13.77879,1.9963994,4.8361034,1.9364467,14.72632,2.549779,6.3289127,20.778595
33.43334,2.0115323,5.2040377,10.501349,22.541943,2.6906896,7.288351,20.788738
13.757879,4.0440435,7.1961308,10.501349,14.659843,6.749431,4.216337,4.903789
41.50547,2.0015922,6.9521637,2.0787535,41.94412,2.57332,8.564502,20.788738
13.739369,7.3311367,7.621607,1.9351001,14.65877,8.752965,4.872179,7.840851
36.255005,11.1429205,11.56409,10.501349,28.662088,9.031171,4.7664547,3.6191864
13.739369,2.2508993,4.367852,10.485119,14.658733,2.5705948,4.192271,7.8022017
44.53701,8.570652,28.078094,1.9350986,43.567368,11.40813,27.435535,16.312593
44.54029,11.791021,28.091393,6.2984242,43.567375,11.40834,27.43594,19.663519
13.739369,2.3864484,3.600029,10.501349,14.658733,2.65524,4.192271,4.687964
44.466656,11.791021,28.091393,1.9868569,31.626135,11.40834,27.435936,20.788738
13.740164,9.524434,16.70359,10.501349,14.658803,8.862326,4.2052536,5.761832
20.328966,1.997376,4.570217,10.466921,31.537048,2.6050806,16.156296,20.788494
33.995712,1.9947858,5.3445807,1.935226,43.0468,2.5482278,14.090484,20.787708
13.739369,3.3804996,3.6658802,1.9483366,14.658738,5.1165037,4.199645,6.759572
14.041523,2.4115152,3.7905464,3.8473105,15.102866,2.756803,5.1611843,20.71592
14.122696,2.008634,4.9152994,1.9628973,34.77216,2.883605,12.914049,7.718553
41.613472,11.777068,28.089218,1.935091,43.566868,11.408335,27.435818,5.381955
44.538815,2.0108585,16.86043,1.9457617,31.989704,2.5451417,7.6047735,20.788738
44.54029,11.791021,28.091393,1.9394746,43.567375,11.40834,27.43594,20.788738
13.843958,4.5593557,9.613566,10.50128,14.949952,5.578744,7.5243864,5.3961062
13.796448,2.0125237,3.8041782,2.2529094,42.908455,7.088712,21.136415,4.2526197
44.531418,1.9947834,4.8272257,1.9350944,43.557312,2.5451417,5.795658,20.788738
25.591799,1.9996729,4.1305685,10.003792,22.854103,2.545638,5.924918,20.714745
13.739369,2.008287,3.5428333,1.9350991,14.658733,2.5456371,4.192271,8.516346
13.910468,4.618007,4.4282646,10.500669,23.755703,7.546981,7.360593,4.3795776
13.739369,2.0140958,9.6155205,2.0113282,14.658733,2.546327,4.204191,8.091808
40.14138,11.791021,28.091393,1.9580741,35.60663,11.40834,27.43594,14.533285
44.54029,11.791021,28.091393,1.9396629,43.567375,11.40834,27.43594,20.767847
13.739369,2.0357094,3.530877,10.501349,14.658733,2.633071,4.192271,3.4708242
44.54029,11.791021,28.091393,1.9350944,43.567375,11.40834,27.43594,12.914649
13.739369,3.251195,4.676667,10.501345,14.658733,2.5626392,4.192278,8.588274
20.36657,11.775243,25.712143,10.501349,17.80036,11.230943,15.873199,5.166398
44.54029,11.791021,28.091393,1.9352417,43.567375,11.40834,27.43594,7.6561165
44.170044,4.544423,27.867096,1.935091,43.567364,11.406511,27.43312,4.43897
13.739369,3.1408167,8.153275,10.501324,14.658733,2.6031613,4.192293,5.749429
13.739382,2.394516,5.577656,1.935091,14.691282,7.8025875,9.352798,6.5777235
44.54029,11.791021,28.091393,2.6619613,43.567375,11.40834,27.43594,17.665958
13.739369,3.1678913,6.668475,1.9350986,14.658733,3.6313062,4.29319,8.766088
42.07178,11.48536,4.9668837,10.501349,41.420483,8.183287,4.446783,20.711262
13.739369,2.0641613,3.9727163,10.501349,14.658733,2.546864,4.192271,5.822959
44.50734,11.791021,28.091389,7.1383705,40.155037,11.408337,27.43592,20.788738
13.746902,2.1581488,8.345619,10.501349,14.658742,2.5475793,4.1928062,3.828205
44.54029,11.791021,28.091393,2.0774865,43.567375,11.40834,27.43594,20.788738
13.739369,8.191027,7.311549,1.935091,14.659041,11.202841,8.009665,11.844743
13.739369,1.9999089,4.994504,9.947831,14.658733,2.545319,4.1923046,5.6903124
44.54029,9.9823,28.091152,1.935091,43.567375,11.40831,27.435764,3.8027725
43.140617,6.9051075,10.869377,10.501349,38.585915,8.545166,5.227646,3.3489885
44.265976,1.9948916,7.8006697,2.1464157,43.532043,2.5463357,10.51377,15.319722
13.739393,3.13221,20.876892,10.501349,14.658733,2.5478902,4.192271,3.0889225
13.739685,2.4402971,7.2561903,10.500839,14.659824,3.8356392,4.4217978,4.8248734
29.23707,11.129729,19.460482,10.501349,15.231583,8.202554,4.3366528,4.009467
44.50383,2.3144116,19.436293,1.9560819,43.25242,2.5560036,21.079481,20.788738
13.739369,1.9950294,3.6174173,10.501344,14.658733,2.5451636,4.192271,3.8256502
44.540283,11.788836,28.062057,10.500791,43.567303,11.4045725,27.385174,3.151825
44.540108,3.1280572,27.67791,1.9350958,43.565952,2.662044,26.569534,20.788738
17.527344,2.0432491,5.126258,10.501349,17.32772,2.573882,5.141532,18.683382
32.54295,9.966103,17.230381,10.501349,15.162015,10.735645,4.2052193,3.2333202
44.54029,11.791021,28.091393,1.9350939,43.567368,11.40834,27.43594,7.9848633
44.54029,11.791021,28.091393,10.295474,43.215153,11.40834,27.43594,17.854523
44.54029,11.791021,28.091393,1.9401493,43.567375,11.40834,27.43594,20.788738
13.739369,6.5066924,8.717335,1.9632101,14.658733,4.1708155,4.194929,9.860384
13.739369,2.0000644,4.5534306,10.501341,14.658733,2.545146,4.192271,3.7219553
40.30347,2.1122217,5.56406,10.501349,41.82016,3.246509,6.1511564,7.535123
28.16762,11.790953,28.087898,1.940948,43.56413,11.408339,27.43591,4.685193
44.245987,11.786612,21.47546,10.501349,39.872482,11.18717,4.967846,5.229974
44.540276,11.791021,28.091393,1.9351249,40.423775,11.40834,27.43594,20.785831
13.739369,2.0076265,3.6014805,1.9353633,14.658733,2.5455823,4.192271,9.18454
44.54029,1.9948897,25.256046,1.9351902,43.560165,2.5451417,7.219018,20.788738
13.739369,2.1773105,3.5312767,10.501228,14.658733,2.6733503,4.192271,3.796585
43.518898,11.55867,20.32227,10.501349,33.275837,9.641645,4.4215717,4.4744368
18.178333,3.947169,3.7389507,10.501347,17.019375,3.7539234,4.475458,20.788738
14.585354,1.9993968,8.676483,10.501349,15.116268,2.5465503,5.2375927,6.9679475
13.741152,3.1343963,8.890116,10.489866,14.659211,2.6668706,4.2496195,4.8012166
13.739436,2.578391,4.1909113,1.9364867,14.7150955,5.0411315,8.887407,5.9619403
23.333384,2.0084462,8.618895,10.499094,42.027798,3.4462605,19.335258,4.209938
13.739369,8.744462,5.1901693,10.501349,14.658733,6.423173,4.19248,7.743556
44.54029,11.791021,28.091393,10.500255,43.567238,11.40834,27.43594,20.788738
13.739378,2.0375514,9.1529045,10.176838,14.658733,2.5559697,4.275236,6.7635703
14.385029,2.026956,4.368067,1.9411545,43.523983,8.498978,23.357468,4.158808
44.54029,11.791021,28.091393,8.590329,43.567375,11.40834,27.43594,8.746786
13.743283,2.2021093,9.720484,1.935091,34.25829,10.605274,20.75121,5.34292
13.739369,4.197604,14.904214,10.470556,14.658733,3.5601518,4.198184,6.920131
36.270233,10.953732,23.281118,10.501349,14.8920965,9.61877,4.2388935,3.323042
13.739369,3.0947168,4.648093,1.9381876,14.658733,4.562009,4.1928635,10.935211
38.072773,1.9948235,6.471999,10.417681,38.20646,2.545475,7.2851744,20.788494
30.702778,11.757105,27.841581,10.500294,43.556065,11.407469,27.425377,5.5815735
14.525325,10.668789,14.754283,10.501349,17.728025,11.014038,9.052958,5.900857
13.8437395,2.1765833,10.623947,10.501349,14.671753,2.775559,4.300521,3.4606075
29.90826,11.458856,3.542328,10.501348,14.748436,2.5454998,4.2006865,20.788738
42.236702,2.001978,5.447686,2.3602736,43.566933,8.585325,26.188614,12.870751
26.984306,2.0348544,4.165201,10.497236,43.514748,8.855323,17.694647,20.504238
44.51365,1.9947948,25.11166,1.935091,43.56528,2.984251,16.43022,11.007904
41.55346,10.693226,23.841393,10.501349,21.575312,9.353037,4.259927,3.0551043
44.381123,1.9947834,5.049988,1.9395595,43.5486,2.5452547,9.017776,20.779593
13.739383,7.7485375,7.1421366,10.501341,14.658733,5.520396,4.197736,8.465082
13.744034,1.9951081,5.728059,10.501349,14.658744,2.5452318,4.192522,3.0361156
13.739369,2.133308,3.7240248,10.501349,14.658733,2.590765,4.192271,3.6015234
13.774465,9.063256,23.310728,1.935091,41.199432,11.40225,27.31487,6.362186
13.739369,1.9948335,4.906514,2.0836945,14.658733,2.5451417,4.192271,7.7174144
13.99457,2.0138526,3.6318007,4.211585,40.836533,4.652141,14.655878,20.73862
13.739369,3.0862958,4.7735195,1.9352021,14.658782,4.1158667,4.413004,9.239655
44.54029,11.791021,28.091389,1.9351554,42.679962,11.27092,27.430767,8.294012
44.54029,11.791021,28.091393,10.034228,43.567375,11.40834,27.43594,20.788738
44.54029,11.791021,28.091393,1.9351501,43.567375,11.40834,27.43594,6.9900947
42.12452,1.9947853,7.5301886,10.406797,40.055412,2.5521827,16.408783,20.788738
14.960851,2.1874952,4.3639812,10.49968,42.617447,8.316134,17.334192,10.728241
35.41907,1.9947834,9.0897045,2.0326838,31.95953,2.545704,12.341728,20.788738
44.539597,1.9947944,14.143969,1.9353085,43.562256,2.5452065,10.849886,20.788738
44.479343,11.791021,28.091393,1.9938803,43.560284,11.40834,27.43594,6.9487314
13.739369,10.503466,12.836657,1.935091,14.658755,11.256153,5.989209,5.492023
44.296856,11.7897625,28.089327,1.9351006,43.56648,11.408339,27.435892,3.6737528
13.746646,6.789647,6.30972,10.501349,14.658733,2.5516949,4.192278,3.0615892
13.739411,2.5758376,10.611748,2.9804554,14.658906,2.6245313,4.311817,7.292877
13.739369,4.2036133,3.734889,1.9352121,14.660083,5.630991,4.926676,19.94447
44.54029,11.791021,28.091393,2.0503535,43.562965,11.40834,27.43594,7.425775
13.747212,6.7508893,7.190318,10.501349,14.713471,9.196864,7.0259905,5.481532
13.739369,2.0026922,4.3597307,10.501349,14.658733,2.545691,4.19228,7.654092
40.047295,3.2292697,4.2873583,10.501349,37.83495,3.3005223,5.5187626,20.788738
13.742971,5.8782916,22.582218,10.501349,14.658738,2.605246,4.1926756,3.8537006
44.502003,10.8510475,28.086086,1.935091,43.567375,11.408304,27.435677,19.949379
13.739369,2.0164027,3.6749506,1.93788,14.658733,2.5456786,4.192278,9.009517
13.750831,1.9947844,7.1066933,1.9350958,14.676249,2.5451632,4.4984264,11.194108
13.740232,5.036294,5.861841,10.501036,14.686925,7.3642607,5.2197456,6.3773093
15.406524,2.1348057,3.7776594,10.500903,43.189693,6.019498,14.535765,4.8093185
44.54029,11.791021,28.091393,1.9364657,43.567375,11.40834,27.43594,20.66174
44.54029,11.791021,28.091393,1.9351192,43.56698,11.40834,27.43594,4.2788434
13.739376,2.01091,6.663062,10.501349,14.658733,2.546814,4.1923857,4.003932
44.54029,11.791021,28.091393,1.9353309,43.567356,11.40834,27.43594,12.058021
44.53426,11.791021,28.091393,10.487607,43.531994,11.40834,27.435936,20.550482
13.739391,2.0004168,6.9403706,10.501346,14.658733,2.5461812,4.193222,3.9584541
44.41989,11.786915,25.323372,10.501349,22.389599,10.088009,4.39375,3.594967
44.375343,11.791021,28.08102,10.285383,40.74247,11.400936,27.429438,20.256134
44.54029,11.791021,28.091393,10.145142,43.56118,11.40834,27.43594,13.745794
43.730118,11.791021,28.091393,1.9408202,40.223938,11.40834,27.43594,20.582533
44.54029,10.251079,28.091316,1.935091,43.567375,2.822021,27.435139,20.788738
44.54029,11.584996,28.091393,1.9350986,43.567375,2.54778,27.435925,20.788738
44.537727,10.057915,28.089725,1.935091,43.567375,11.408329,27.435652,9.739059
37.299637,2.536511,9.739478,10.501349,42.67884,4.5815578,10.058354,3.6330566
13.871675,1.9954576,6.498851,1.9379177,15.035316,2.565545,11.305805,20.788696
13.767686,2.0545545,3.7979527,1.9351096,33.968037,4.880802,15.992519,20.7352
44.54029,1.9947834,28.055805,1.935091,43.567375,2.5451508,27.15665,20.788738
44.54029,11.791021,28.091393,1.9351583,43.567375,11.40834,27.43594,4.2101927
13.739369,11.078945,14.763216,1.9351606,14.658733,8.260418,4.26233,9.619152
35.14397,3.665842,4.123316,10.501349,34.453663,6.324809,4.7825594,20.788555
13.739369,2.0908647,3.9670248,1.9365058,14.658733,2.5731502,4.1923857,10.245131
13.739369,2.4754324,14.95787,7.4119916,14.658733,2.5708318,4.1940594,9.253535
44.54029,11.791021,28.091393,1.935091,43.567375,11.40834,27.43594,20.785042
13.739369,2.7613864,4.4681673,10.486771,14.658779,4.654461,4.4834957,7.530963
13.85153,3.4210668,3.764907,10.468221,26.15207,3.7803385,9.510872,6.4754434
13.739369,8.015633,4.8071623,10.501349,14.658733,4.2256804,4.192271,3.4140205
15.348148,4.7743506,11.679211,10.501349,14.676266,5.232568,4.202574,3.1171312
44.406387,11.646005,23.87892,10.501349,29.762337,10.16894,4.2346754,2.9182472
20.841759,1.9948115,3.626543,10.501349,16.837112,2.5451598,4.5703926,20.788738
13.739376,1.9947834,4.2536745,9.707518,14.658733,2.5451417,4.1943293,19.775406
38.043285,2.2639546,6.5235863,10.501349,40.105118,3.7124794,11.32433,15.512936
13.752669,2.0818853,3.8007011,10.501349,14.66239,2.5509229,4.195381,14.620196
40.88556,3.5774953,8.919547,10.501349,35.48818,2.90233,5.4316463,19.067806
13.739369,2.3840022,3.6098385,10.501349,14.658733,2.5648665,4.192271,3.2161531
44.54029,11.791018,28.09137,1.9350934,43.567318,11.367904,27.435703,4.1680284
13.748411,2.0022798,4.8831234,1.9352403,14.947016,2.874721,5.280141,5.692412
14.270901,11.791021,28.091322,1.9351196,14.863779,11.40834,27.435884,5.627098
44.54029,11.78989,28.091305,9.537037,43.567375,11.40834,27.435892,8.174959
13.814001,10.428354,15.173158,10.501349,14.798798,8.349042,4.9532986,6.8746595
13.739369,2.457621,4.4192867,1.9350967,14.69177,6.79218,10.458364,6.7674594
44.54029,11.791021,28.091393,10.501349,43.5673,11.40834,27.43594,4.8545814
25.300938,9.633978,17.423666,10.501349,17.405254,3.6495647,4.4948883,5.447881
13.747475,1.9948616,4.918154,10.501349,14.659137,2.5451503,4.211092,8.216562
13.739369,2.0318394,3.5376272,2.211707,14.658733,2.5681887,4.192271,7.1399593
44.54029,11.791021,28.091393,1.9350972,43.567375,11.40834,27.43594,20.772133
13.795593,2.193089,22.279385,10.501349,14.658733,2.550767,4.192425,3.2772474
44.540276,2.0092444,28.005413,3.225634,43.56711,2.5694904,27.21479,20.788738
13.927122,1.9976721,6.5461826,10.498581,14.742489,2.5466337,5.703204,20.786293
44.518444,2.0065408,7.605402,10.476209,42.213123,2.5484548,6.063246,20.757645
44.54029,11.791021,28.091393,1.9351039,43.567375,11.40834,27.43594,5.349242
44.54029,11.791021,28.091393,1.9500966,43.567375,11.40834,27.43594,3.9733214
15.14302,11.0902,9.637117,10.501349,14.6718855,6.6003175,4.194645,2.9288502
41.24816,11.791021,28.090668,4.154239,42.876053,11.40834,27.43583,20.401554
44.54029,11.791021,28.091393,10.498535,25.447794,11.40834,27.43594,5.833989
13.739369,2.0084968,4.9861984,10.501349,14.658733,2.545751,4.1923275,3.617237
15.150162,11.791015,5.235137,10.501272,14.871773,3.2753897,5.616973,20.788738
13.739845,11.393364,5.8868437,10.501349,14.658763,8.697372,4.194126,6.5759416
44.445225,1.9947834,13.635419,1.9350939,37.038246,2.5451417,4.660119,20.788702
44.54029,11.791021,28.091393,2.53573,43.567375,11.40834,27.43594,20.78396
13.743739,11.190155,12.27298,1.935286,35.555412,11.354391,26.590748,8.103989
34.22078,2.1209016,5.2801905,10.501349,38.688644,2.8142838,10.256721,20.782976
14.506213,2.1393542,15.738799,1.935091,43.14551,11.169539,24.666592,4.275633
44.54029,11.791021,28.091393,2.582326,43.567375,11.40834,27.43594,20.785791
14.741833,1.9947834,3.7955866,3.9136484,14.701411,2.5451417,4.5405035,20.788738
19.761871,1.9965358,4.1877184,10.500053,30.81326,2.955984,14.315736,20.788738
31.553827,1.9947834,6.446458,1.9403934,42.32162,2.5495067,11.834286,20.788738
13.815507,1.996676,8.193183,10.501349,14.65886,2.545424,4.1931286,3.1335373
20.904537,4.332775,12.29077,10.501349,31.7136,6.519453,11.93512,3.887477
44.54029,11.791021,28.091393,1.9375525,43.567375,11.40834,27.43594,20.788132
13.741927,2.6810074,8.210533,10.501349,14.659028,6.052036,4.255905,5.4346285
14.113016,11.782648,26.021044,10.496997,17.814983,11.377299,26.325375,10.116297
14.050932,3.6844258,5.0722685,10.501348,25.023691,6.1953793,6.7495937,5.35036
44.540283,11.790937,28.091385,1.9351349,43.56736,11.408331,27.435932,5.7735825
40.405045,1.9947834,3.9034338,2.0997171,23.172905,2.5451417,4.477892,20.7858
